"lab2","lab3","population","treatment","chill","force","photo","species","tbb","latbb1"
"ACEPEN01_HF_01","ACEPEN01_HF_01_HC_HP_LF","HF","CL2","HC","LF","HP","ACEPEN",46,46
"ACEPEN01_HF_02","ACEPEN01_HF_02_LC_LP_LF","HF","CS1","LC","LF","LP","ACEPEN",48,56
"ACEPEN01_HF_04","ACEPEN01_HF_04_HC_LP_HF","HF","WS2","HC","HF","LP","ACEPEN",57,64
"ACEPEN01_HF_06","ACEPEN01_HF_06_HC_LP_LF","HF","CS2","HC","LF","LP","ACEPEN",50,50
"ACEPEN01_HF_07","ACEPEN01_HF_07_HC_HP_HF","HF","WL2","HC","HF","HP","ACEPEN",47,53
"ACEPEN01_HF_09","ACEPEN01_HF_09_LC_LP_HF","HF","WS1","LC","HF","LP","ACEPEN",49,49
"ACEPEN01_HF_11","ACEPEN01_HF_11_LC_HP_HF","HF","WL1","LC","HF","HP","ACEPEN",46,46
"ACEPEN01_HF_12","ACEPEN01_HF_12_LC_HP_LF","HF","CL1","LC","LF","HP","ACEPEN",46,46
"ACEPEN02_HF_10","ACEPEN02_HF_10_HC_LP_HF","HF","WS2","HC","HF","LP","ACEPEN",57,57
"ACEPEN03_HF_01","ACEPEN03_HF_01_HC_LP_LF","HF","CS2","HC","LF","LP","ACEPEN",46,46
"ACEPEN03_HF_03","ACEPEN03_HF_03_HC_LP_HF","HF","WS2","HC","HF","LP","ACEPEN",46,57
"ACEPEN03_HF_05","ACEPEN03_HF_05_LC_HP_LF","HF","CL1","LC","LF","HP","ACEPEN",41,41
"ACEPEN03_HF_07","ACEPEN03_HF_07_LC_LP_HF","HF","WS1","LC","HF","LP","ACEPEN",49,41
"ACEPEN03_HF_08","ACEPEN03_HF_08_LC_HP_HF","HF","WL1","LC","HF","HP","ACEPEN",36,36
"ACEPEN03_HF_09","ACEPEN03_HF_09_HC_HP_HF","HF","WL2","HC","HF","HP","ACEPEN",53,53
"ACEPEN03_HF_12","ACEPEN03_HF_12_LC_LP_LF","HF","CS1","LC","LF","LP","ACEPEN",42,36
"ACEPEN04_HF_05","ACEPEN04_HF_05_LC_HP_LF","HF","CL1","LC","LF","HP","ACEPEN",36,41
"ACEPEN04_HF_08","ACEPEN04_HF_08_LC_LP_LF","HF","CS1","LC","LF","LP","ACEPEN",42,48
"ACEPEN04_HF_09","ACEPEN04_HF_09_HC_LP_HF","HF","WS2","HC","HF","LP","ACEPEN",46,57
"ACEPEN04_HF_10","ACEPEN04_HF_10_LC_HP_HF","HF","WL1","LC","HF","HP","ACEPEN",41,41
"ACEPEN04_SH_01","ACEPEN04_SH_01_HC_HP_HF","SH","WL2","HC","HF","HP","ACEPEN",47,47
"ACEPEN04_SH_03","ACEPEN04_SH_03_HC_HP_LF","SH","CL2","HC","LF","HP","ACEPEN",46,46
"ACEPEN04_SH_04","ACEPEN04_SH_04_LC_LP_LF","SH","CS1","LC","LF","LP","ACEPEN",48,48
"ACEPEN04_SH_06","ACEPEN04_SH_06_LC_HP_LF","SH","CL1","LC","LF","HP","ACEPEN",50,46
"ACEPEN04_SH_07","ACEPEN04_SH_07_HC_LP_LF","SH","CS2","HC","LF","LP","ACEPEN",46,50
"ACEPEN04_SH_08","ACEPEN04_SH_08_LC_HP_HF","SH","WL1","LC","HF","HP","ACEPEN",46,46
"ACEPEN04_SH_09","ACEPEN04_SH_09_HC_LP_HF","SH","WS2","HC","HF","LP","ACEPEN",57,57
"ACEPEN04_SH_10","ACEPEN04_SH_10_LC_LP_HF","SH","WS1","LC","HF","LP","ACEPEN",57,57
"ACEPEN06_SH_06","ACEPEN06_SH_06_LC_HP_LF","SH","CL1","LC","LF","HP","ACEPEN",41,46
"ACEPEN06_SH_08","ACEPEN06_SH_08_LC_HP_HF","SH","WL1","LC","HF","HP","ACEPEN",41,46
"ACEPEN07_SH_01","ACEPEN07_SH_01_LC_LP_LF","SH","CS1","LC","LF","LP","ACEPEN",56,56
"ACEPEN07_SH_03","ACEPEN07_SH_03_HC_HP_LF","SH","CL2","HC","LF","HP","ACEPEN",49,49
"ACEPEN07_SH_08","ACEPEN07_SH_08_HC_HP_HF","SH","WL2","HC","HF","HP","ACEPEN",53,47
"ACEPEN07_SH_11","ACEPEN07_SH_11_LC_HP_LF","SH","CL1","LC","LF","HP","ACEPEN",50,50
"ACEPEN08_SH_02","ACEPEN08_SH_02_LC_HP_LF","SH","CL1","LC","LF","HP","ACEPEN",46,46
"ACEPEN08_SH_04","ACEPEN08_SH_04_HC_LP_LF","SH","CS2","HC","LF","LP","ACEPEN",46,46
"ACEPEN08_SH_05","ACEPEN08_SH_05_LC_LP_LF","SH","CS1","LC","LF","LP","ACEPEN",48,63
"ACEPEN08_SH_07","ACEPEN08_SH_07_HC_HP_LF","SH","CL2","HC","LF","HP","ACEPEN",49,46
"ACEPEN08_SH_08","ACEPEN08_SH_08_LC_LP_HF","SH","WS1","LC","HF","LP","ACEPEN",57,57
"ACEPEN08_SH_09","ACEPEN08_SH_09_LC_HP_HF","SH","WL1","LC","HF","HP","ACEPEN",46,46
"ACEPEN08_SH_10","ACEPEN08_SH_10_HC_HP_HF","SH","WL2","HC","HF","HP","ACEPEN",47,53
"ACEPEN08_SH_11","ACEPEN08_SH_11_HC_LP_HF","SH","WS2","HC","HF","LP","ACEPEN",57,57
"ACEPEN09_SH_01","ACEPEN09_SH_01_LC_LP_LF","SH","CS1","LC","LF","LP","ACEPEN",42,48
"ACEPEN09_SH_02","ACEPEN09_SH_02_HC_LP_LF","SH","CS2","HC","LF","LP","ACEPEN",46,46
"ACEPEN09_SH_06","ACEPEN09_SH_06_HC_HP_HF","SH","WL2","HC","HF","HP","ACEPEN",47,60
"ACEPEN09_SH_08","ACEPEN09_SH_08_HC_LP_HF","SH","WS2","HC","HF","LP","ACEPEN",46,57
"ACEPEN09_SH_09","ACEPEN09_SH_09_LC_LP_HF","SH","WS1","LC","HF","LP","ACEPEN",49,57
"ACEPEN09_SH_11","ACEPEN09_SH_11_HC_HP_LF","SH","CL2","HC","LF","HP","ACEPEN",46,49
"ACEPEN09_SH_12","ACEPEN09_SH_12_LC_HP_HF","SH","WL1","LC","HF","HP","ACEPEN",46,46
"ACEPEN11_HF_01","ACEPEN11_HF_01_HC_LP_HF","HF","WS2","HC","HF","LP","ACEPEN",57,57
"ACEPEN11_HF_05","ACEPEN11_HF_05_HC_HP_HF","HF","WL2","HC","HF","HP","ACEPEN",47,47
"ACEPEN11_HF_10","ACEPEN11_HF_10_LC_LP_HF","HF","WS1","LC","HF","LP","ACEPEN",57,57
"ACEPEN11_HF_11","ACEPEN11_HF_11_LC_LP_LF","HF","CS1","LC","LF","LP","ACEPEN",56,63
"ACEPEN11_SH_03","ACEPEN11_SH_03_LC_HP_HF","SH","WL1","LC","HF","HP","ACEPEN",41,64
"ACEPEN11_SH_04","ACEPEN11_SH_04_HC_HP_LF","SH","CL2","HC","LF","HP","ACEPEN",46,46
"ACEPEN11_SH_07","ACEPEN11_SH_07_LC_LP_LF","SH","CS1","LC","LF","LP","ACEPEN",48,48
"ACEPEN12_HF_03","ACEPEN12_HF_03_LC_HP_LF","HF","CL1","LC","LF","HP","ACEPEN",41,41
"ACEPEN12_HF_05","ACEPEN12_HF_05_HC_HP_LF","HF","CL2","HC","LF","HP","ACEPEN",49,46
"ACEPEN12_HF_07","ACEPEN12_HF_07_HC_HP_HF","HF","WL2","HC","HF","HP","ACEPEN",47,47
"ACEPEN12_HF_08","ACEPEN12_HF_08_HC_LP_HF","HF","WS2","HC","HF","LP","ACEPEN",57,57
"ACEPEN12_HF_09","ACEPEN12_HF_09_LC_LP_HF","HF","WS1","LC","HF","LP","ACEPEN",57,57
"ACEPEN12_HF_11","ACEPEN12_HF_11_LC_HP_HF","HF","WL1","LC","HF","HP","ACEPEN",41,41
"ACEPEN12_HF_12","ACEPEN12_HF_12_HC_LP_LF","HF","CS2","HC","LF","LP","ACEPEN",50,50
"ACERUB05_SH_01","ACERUB05_SH_01_LC_LP_LF","SH","CS1","LC","LF","LP","ACERUB",77,77
"ACERUB05_SH_03","ACERUB05_SH_03_HC_LP_HF","SH","WS2","HC","HF","LP","ACERUB",64,89
"ACERUB05_SH_05","ACERUB05_SH_05_HC_LP_LF","SH","CS2","HC","LF","LP","ACERUB",63,77
"ACERUB05_SH_06","ACERUB05_SH_06_HC_HP_HF","SH","WL2","HC","HF","HP","ACERUB",53,69
"ACERUB05_SH_11","ACERUB05_SH_11_LC_HP_LF","SH","CL1","LC","LF","HP","ACERUB",55,63
"ACERUB05_SH_12","ACERUB05_SH_12_LC_LP_HF","SH","WS1","LC","HF","LP","ACERUB",57,83
"ACERUB06_SH_01","ACERUB06_SH_01_LC_HP_LF","SH","CL1","LC","LF","HP","ACERUB",55,63
"ACERUB06_SH_02","ACERUB06_SH_02_LC_HP_HF","SH","WL1","LC","HF","HP","ACERUB",50,50
"ACERUB06_SH_07","ACERUB06_SH_07_HC_HP_LF","SH","CL2","HC","LF","HP","ACERUB",46,46
"ACERUB06_SH_08","ACERUB06_SH_08_LC_LP_LF","SH","CS1","LC","LF","LP","ACERUB",56,56
"ACERUB06_SH_10","ACERUB06_SH_10_HC_LP_LF","SH","CS2","HC","LF","LP","ACERUB",56,56
"ACERUB06_SH_11","ACERUB06_SH_11_HC_LP_HF","SH","WS2","HC","HF","LP","ACERUB",57,57
"ACERUB06_SH_12","ACERUB06_SH_12_LC_LP_HF","SH","WS1","LC","HF","LP","ACERUB",49,57
"ACERUB07_SH_01","ACERUB07_SH_01_LC_HP_LF","SH","CL1","LC","LF","HP","ACERUB",46,50
"ACERUB07_SH_03","ACERUB07_SH_03_HC_LP_LF","SH","CS2","HC","LF","LP","ACERUB",46,63
"ACERUB07_SH_05","ACERUB07_SH_05_LC_LP_HF","SH","WS1","LC","HF","LP","ACERUB",49,49
"ACERUB07_SH_06","ACERUB07_SH_06_HC_HP_LF","SH","CL2","HC","LF","HP","ACERUB",49,49
"ACERUB07_SH_07","ACERUB07_SH_07_HC_LP_HF","SH","WS2","HC","HF","LP","ACERUB",46,57
"ACERUB07_SH_08","ACERUB07_SH_08_HC_HP_HF","SH","WL2","HC","HF","HP","ACERUB",47,60
"ACERUB07_SH_09","ACERUB07_SH_09_LC_HP_HF","SH","WL1","LC","HF","HP","ACERUB",46,50
"ACERUB07_SH_12","ACERUB07_SH_12_LC_LP_LF","SH","CS1","LC","LF","LP","ACERUB",48,56
"ACERUB08_SH_01","ACERUB08_SH_01_LC_HP_HF","SH","WL1","LC","HF","HP","ACERUB",46,50
"ACERUB08_SH_04","ACERUB08_SH_04_HC_HP_HF","SH","WL2","HC","HF","HP","ACERUB",47,60
"ACERUB08_SH_06","ACERUB08_SH_06_HC_HP_LF","SH","CL2","HC","LF","HP","ACERUB",49,49
"ACERUB08_SH_07","ACERUB08_SH_07_LC_HP_LF","SH","CL1","LC","LF","HP","ACERUB",46,70
"ACERUB08_SH_08","ACERUB08_SH_08_LC_LP_LF","SH","CS1","LC","LF","LP","ACERUB",56,56
"ACERUB08_SH_09","ACERUB08_SH_09_HC_LP_LF","SH","CS2","HC","LF","LP","ACERUB",56,85
"ACERUB08_SH_10","ACERUB08_SH_10_LC_LP_HF","SH","WS1","LC","HF","LP","ACERUB",49,57
"ACERUB09_SH_04","ACERUB09_SH_04_LC_LP_HF","SH","WS1","LC","HF","LP","ACERUB",57,57
"ACERUB09_SH_06","ACERUB09_SH_06_LC_HP_HF","SH","WL1","LC","HF","HP","ACERUB",46,57
"ACERUB09_SH_08","ACERUB09_SH_08_HC_LP_LF","SH","CS2","HC","LF","LP","ACERUB",46,56
"ACERUB10_HF_02","ACERUB10_HF_02_HC_HP_LF","HF","CL2","HC","LF","HP","ACERUB",49,49
"ACERUB10_HF_03","ACERUB10_HF_03_LC_LP_HF","HF","WS1","LC","HF","LP","ACERUB",83,83
"ACERUB10_HF_05","ACERUB10_HF_05_LC_HP_LF","HF","CL1","LC","LF","HP","ACERUB",46,55
"ACERUB10_HF_06","ACERUB10_HF_06_HC_LP_LF","HF","CS2","HC","LF","LP","ACERUB",50,63
"ACERUB10_HF_07","ACERUB10_HF_07_LC_HP_HF","HF","WL1","LC","HF","HP","ACERUB",41,50
"ACERUB10_HF_09","ACERUB10_HF_09_HC_LP_HF","HF","WS2","HC","HF","LP","ACERUB",46,57
"ACERUB10_HF_10","ACERUB10_HF_10_LC_LP_LF","HF","CS1","LC","LF","LP","ACERUB",56,77
"ACERUB10_HF_11","ACERUB10_HF_11_HC_HP_HF","HF","WL2","HC","HF","HP","ACERUB",47,60
"ACERUB10_SH_01","ACERUB10_SH_01_LC_LP_LF","SH","CS1","LC","LF","LP","ACERUB",56,85
"ACERUB10_SH_03","ACERUB10_SH_03_HC_LP_LF","SH","CS2","HC","LF","LP","ACERUB",46,46
"ACERUB10_SH_04","ACERUB10_SH_04_LC_HP_LF","SH","CL1","LC","LF","HP","ACERUB",50,50
"ACERUB10_SH_05","ACERUB10_SH_05_HC_HP_HF","SH","WL2","HC","HF","HP","ACERUB",60,60
"ACERUB10_SH_10","ACERUB10_SH_10_HC_LP_HF","SH","WS2","HC","HF","LP","ACERUB",57,57
"ACERUB10_SH_11","ACERUB10_SH_11_LC_HP_HF","SH","WL1","LC","HF","HP","ACERUB",46,50
"ACERUB10_SH_12","ACERUB10_SH_12_LC_LP_HF","SH","WS1","LC","HF","LP","ACERUB",49,57
"ACERUB11_HF_02","ACERUB11_HF_02_LC_LP_LF","HF","CS1","LC","LF","LP","ACERUB",42,56
"ACERUB11_HF_03","ACERUB11_HF_03_HC_HP_HF","HF","WL2","HC","HF","HP","ACERUB",47,47
"ACERUB11_HF_04","ACERUB11_HF_04_HC_HP_LF","HF","CL2","HC","LF","HP","ACERUB",49,56
"ACERUB11_HF_05","ACERUB11_HF_05_LC_HP_HF","HF","WL1","LC","HF","HP","ACERUB",41,46
"ACERUB11_HF_06","ACERUB11_HF_06_LC_HP_LF","HF","CL1","LC","LF","HP","ACERUB",50,55
"ACERUB11_HF_07","ACERUB11_HF_07_HC_LP_HF","HF","WS2","HC","HF","LP","ACERUB",46,57
"ACERUB11_HF_10","ACERUB11_HF_10_LC_LP_HF","HF","WS1","LC","HF","LP","ACERUB",49,49
"ACERUB13_HF_02","ACERUB13_HF_02_LC_HP_HF","HF","WL1","LC","HF","HP","ACERUB",46,50
"ACERUB13_HF_06","ACERUB13_HF_06_LC_HP_LF","HF","CL1","LC","LF","HP","ACERUB",46,55
"ACERUB13_HF_11","ACERUB13_HF_11_HC_HP_LF","HF","CL2","HC","LF","HP","ACERUB",56,49
"ACERUB14_HF_01","ACERUB14_HF_01_LC_LP_LF","HF","CS1","LC","LF","LP","ACERUB",48,56
"ACERUB14_HF_02","ACERUB14_HF_02_LC_LP_HF","HF","WS1","LC","HF","LP","ACERUB",57,57
"ACERUB14_HF_04","ACERUB14_HF_04_HC_HP_HF","HF","WL2","HC","HF","HP","ACERUB",47,60
"ACERUB14_HF_07","ACERUB14_HF_07_LC_HP_LF","HF","CL1","LC","LF","HP","ACERUB",50,55
"ACERUB14_HF_09","ACERUB14_HF_09_HC_LP_LF","HF","CS2","HC","LF","LP","ACERUB",50,56
"ACERUB14_HF_10","ACERUB14_HF_10_LC_HP_HF","HF","WL1","LC","HF","HP","ACERUB",41,57
"ACERUB14_HF_11","ACERUB14_HF_11_HC_LP_HF","HF","WS2","HC","HF","LP","ACERUB",57,57
"ACERUB14_HF_12","ACERUB14_HF_12_HC_HP_LF","HF","CL2","HC","LF","HP","ACERUB",49,56
"ACERUB99_HF_01","ACERUB99_HF_01_LC_HP_LF","HF","CL1","LC","LF","HP","ACERUB",46,63
"ACERUB99_HF_05","ACERUB99_HF_05_HC_LP_HF","HF","WS2","HC","HF","LP","ACERUB",57,74
"ACERUB99_HF_06","ACERUB99_HF_06_HC_HP_HF","HF","WL2","HC","HF","HP","ACERUB",69,53
"ACERUB99_HF_09","ACERUB99_HF_09_LC_HP_HF","HF","WL1","LC","HF","HP","ACERUB",50,57
"ACERUB99_HF_11","ACERUB99_HF_11_HC_LP_LF","HF","CS2","HC","LF","LP","ACERUB",56,77
"ACESAC02_HF_04","ACESAC02_HF_04_LC_LP_HF","HF","WS1","LC","HF","LP","ACESAC",71,71
"ACESAC02_SH_02","ACESAC02_SH_02_LC_HP_LF","SH","CL1","LC","LF","HP","ACESAC",63,63
"ACESAC02_SH_03","ACESAC02_SH_03_HC_HP_LF","SH","CL2","HC","LF","HP","ACESAC",70,70
"ACESAC02_SH_10","ACESAC02_SH_10_HC_LP_LF","SH","CS2","HC","LF","LP","ACESAC",77,77
"ACESAC02_SH_11","ACESAC02_SH_11_HC_LP_HF","SH","WS2","HC","HF","LP","ACESAC",74,89
"ACESAC02_SH_12","ACESAC02_SH_12_LC_LP_HF","SH","WS1","LC","HF","LP","ACESAC",64,83
"ACESAC03_SH_02","ACESAC03_SH_02_LC_HP_LF","SH","CL1","LC","LF","HP","ACESAC",46,46
"ACESAC03_SH_06","ACESAC03_SH_06_HC_LP_LF","SH","CS2","HC","LF","LP","ACESAC",46,46
"ACESAC03_SH_07","ACESAC03_SH_07_HC_LP_HF","SH","WS2","HC","HF","LP","ACESAC",46,46
"ACESAC03_SH_09","ACESAC03_SH_09_HC_HP_LF","SH","CL2","HC","LF","HP","ACESAC",56,70
"ACESAC05_HF_11","ACESAC05_HF_11_LC_HP_HF","HF","WL1","LC","HF","HP","ACESAC",71,78
"ACESAC06_HF_09","ACESAC06_HF_09_HC_LP_HF","HF","WS2","HC","HF","LP","ACESAC",89,83
"ACESAC07_SH_02","ACESAC07_SH_02_HC_LP_LF","SH","CS2","HC","LF","LP","ACESAC",85,77
"ACESAC07_SH_05","ACESAC07_SH_05_LC_HP_HF","SH","WL1","LC","HF","HP","ACESAC",71,64
"ACESAC07_SH_07","ACESAC07_SH_07_HC_LP_HF","SH","WS2","HC","HF","LP","ACESAC",89,74
"ACESAC07_SH_09","ACESAC07_SH_09_HC_HP_HF","SH","WL2","HC","HF","HP","ACESAC",60,60
"ACESAC09_SH_05","ACESAC09_SH_05_HC_LP_HF","SH","WS2","HC","HF","LP","ACESAC",64,64
"ACESAC09_SH_06","ACESAC09_SH_06_HC_HP_LF","SH","CL2","HC","LF","HP","ACESAC",83,70
"ACESAC09_SH_07","ACESAC09_SH_07_LC_HP_LF","SH","CL1","LC","LF","HP","ACESAC",55,55
"ACESAC09_SH_08","ACESAC09_SH_08_LC_LP_HF","SH","WS1","LC","HF","LP","ACESAC",64,83
"ACESAC09_SH_09","ACESAC09_SH_09_HC_HP_HF","SH","WL2","HC","HF","HP","ACESAC",47,47
"ACESAC09_SH_10","ACESAC09_SH_10_HC_LP_LF","SH","CS2","HC","LF","LP","ACESAC",63,63
"ACESAC10_HF_03","ACESAC10_HF_03_HC_HP_LF","HF","CL2","HC","LF","HP","ACESAC",56,76
"ACESAC10_SH_06","ACESAC10_SH_06_HC_HP_HF","SH","WL2","HC","HF","HP","ACESAC",60,69
"ACESAC10_SH_09","ACESAC10_SH_09_HC_LP_HF","SH","WS2","HC","HF","LP","ACESAC",83,64
"ACESAC10_SH_10","ACESAC10_SH_10_LC_HP_LF","SH","CL1","LC","LF","HP","ACESAC",84,70
"ACESAC99_HF_07","ACESAC99_HF_07_LC_LP_HF","HF","WS1","LC","HF","LP","ACESAC",57,57
"ACESAC99_HF_11","ACESAC99_HF_11_LC_LP_LF","HF","CS1","LC","LF","LP","ACESAC",56,56
"ACESAC99_SH_03","ACESAC99_SH_03_LC_HP_HF","SH","WL1","LC","HF","HP","ACESAC",71,64
"ACESAC99_SH_05","ACESAC99_SH_05_HC_HP_LF","SH","CL2","HC","LF","HP","ACESAC",70,70
"ACESAC99_SH_08","ACESAC99_SH_08_HC_LP_HF","SH","WS2","HC","HF","LP","ACESAC",74,74
"BETALL01_SH_02","BETALL01_SH_02_LC_HP_LF","SH","CL1","LC","LF","HP","BETALL",46,46
"BETALL01_SH_03","BETALL01_SH_03_HC_LP_HF","SH","WS2","HC","HF","LP","BETALL",57,57
"BETALL01_SH_04","BETALL01_SH_04_LC_HP_HF","SH","WL1","LC","HF","HP","BETALL",46,46
"BETALL01_SH_08","BETALL01_SH_08_LC_LP_HF","SH","WS1","LC","HF","LP","BETALL",64,57
"BETALL01_SH_09","BETALL01_SH_09_LC_LP_LF","SH","CS1","LC","LF","LP","BETALL",42,42
"BETALL02_SH_03","BETALL02_SH_03_LC_LP_HF","SH","WS1","LC","HF","LP","BETALL",57,57
"BETALL02_SH_04","BETALL02_SH_04_LC_HP_HF","SH","WL1","LC","HF","HP","BETALL",50,46
"BETALL02_SH_07","BETALL02_SH_07_LC_HP_LF","SH","CL1","LC","LF","HP","BETALL",50,55
"BETALL02_SH_08","BETALL02_SH_08_LC_LP_LF","SH","CS1","LC","LF","LP","BETALL",56,63
"BETALL02_SH_10","BETALL02_SH_10_HC_HP_HF","SH","WL2","HC","HF","HP","BETALL",47,47
"BETALL02_SH_11","BETALL02_SH_11_HC_HP_LF","SH","CL2","HC","LF","HP","BETALL",49,49
"BETALL02_SH_12","BETALL02_SH_12_HC_LP_HF","SH","WS2","HC","HF","LP","BETALL",57,57
"BETALL03_SH_01","BETALL03_SH_01_LC_LP_HF","SH","WS1","LC","HF","LP","BETALL",64,49
"BETALL03_SH_03","BETALL03_SH_03_LC_HP_HF","SH","WL1","LC","HF","HP","BETALL",46,71
"BETALL03_SH_04","BETALL03_SH_04_LC_LP_LF","SH","CS1","LC","LF","LP","BETALL",56,48
"BETALL03_SH_06","BETALL03_SH_06_HC_LP_HF","SH","WS2","HC","HF","LP","BETALL",57,83
"BETALL03_SH_08","BETALL03_SH_08_HC_HP_HF","SH","WL2","HC","HF","HP","BETALL",47,47
"BETALL03_SH_09","BETALL03_SH_09_LC_HP_LF","SH","CL1","LC","LF","HP","BETALL",46,46
