day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.t,percent4.t,comments
9,mp,LHH,NA,1,amealn,3,20,NA,3,50,1,50,,,NA,NA,NA,NA,NA
9,mp,LHH,NA,1,menfer,0,100,NA,1,10,0,90,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,1,poptre,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,1,symalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,1,amealn,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,1,loninv,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,1,popbal,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,1,shecan,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,A,2,loninv,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,4,2,menfer,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,Feg,2,poptre,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,tml,2,spibet,3,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,7,2,loninv,3,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH, A,2,popbal,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH, 3B,2,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,13,2,shecan,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,10,3,amealn,7,100,NA,3,10,1,10,0,80,NA,NA,NA,NA,NA
9,mp,LHH,6,3,popbal,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,5,3,poptre,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,13,3,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,3,amealn,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,3,corsto,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,9,3,menfer,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,3,shecan,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,3,spibet,3,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,1,4,corsto,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,9,4,shecan,1,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,10,4,shecan,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,A eg,4,symalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,1,4,menfer,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,8,4,popbal,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,straight,4,spibet,7,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,4,spibet,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,1,5,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,A,5,loninv,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,14,5,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,2,5,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,6,5,betpap,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,5,5,loninv,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH, A36,5,spibet,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,2,5,vibedu,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,10,6,corsto,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,10,6,loninv,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,8,6,riblac,1,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,sg,6,rubpar,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,2,6,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,11,6,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH, cl,6,symalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,8,6,vacmem,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,2,7,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,sg,7,rubpar,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,wjt,7,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,11,7,vibedu,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,8,7,corsto,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH, A branched,7,corsto,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,8,7,popbal,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,3,7,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,8,rhoalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,8,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,8,spibet,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,8,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,8,betpap,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,8,corsto,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,8,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,8,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,6,9,samrac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,9,samrac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,9,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,9,vibedu,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,9,poptre,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,9,rubpar,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,A,9,vacmem,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,B,9,vacmem,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,10,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,10,loninv,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,10,menfer,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,10,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,10,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,10,rupar,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,10,symalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,10,symalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,11,acegla,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,11,alninc,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,11,amealn,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,11,vacmem,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,11,rubpar,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,11,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH, oc21,11,vacmem,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,Feg,12,poptre,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,Bsf,12,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,14,12,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,2,12,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,12,corsto,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,12,loninv,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,12,poptre,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,12,symalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,13,alninc,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,13,loninv,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,13,popbal,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,13,vacmem,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,13,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,13,corsto,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,13,rubpar,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,14,rhoalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,14,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,14,symalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,14,vibedu,1,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,10,14,acegla,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,4,14,alninc,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,3,14,popbal,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,15,amealn,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,15,menfer,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,15,rhoalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,15,samrac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,15,menfer,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,15,rubpar,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,15,shecan,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,15,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,8,16,corsto,7,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,3,16,rhoalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,8,16,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,tml,16,spibet,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,2,16,alninc,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,10,16,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,11,16,corsto,10,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH, oc21,16,vacmem,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,bLL,17,alninc,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,7,17,amealn,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,14,17,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,10,17,vibedu,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,8,17,popbal,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,17,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,17,spibet,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,17,symalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,3,17,vibedu,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,18,loninv,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,18,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,branched,18,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,18,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,18,amealn,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,18,loninv,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,added one,18,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,18,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,18,symalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,19,acegla,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,5,19,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,7,19,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,19,samrac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,19,acegla,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,19,poptre,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,19,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,19,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,19,spibet,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,20,acegla,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,20,rhoalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,20,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,20,spibet,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,20,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,20,betpap,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,20,rubpar,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,4,21,acegla,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,7,21,menfer,0,100,NA,1,10,0,90,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,11,21,rhoalb,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,21,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,21,alninc,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,7,21,amealn,1,100,NA,3,10,1,90,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,21,amealn,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,3,21,menfer,0,100,NA,1,20,0,80,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,22,acegla,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,9,22,alninc,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,10,22,alninc,1,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,10,22,spibet,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,22,corsto,1,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,22,riblac,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,22,shecan,1,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,22,spibet,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,22,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,23,alnvir,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,23,popbal,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,23,rhoalb,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,23,vacmem,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,23,alnvir,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,23,betpap,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,23,menfer,0,100,NA,1,5,0,95,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,5,24,poptre,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,13,24,sorsco,1,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,9,24,symalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,wjt,24,vacmem,0,100,NA,1,5,0,95,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,24,acegla,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,19,24,alnvir,3,70,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,11,24,loninv,1,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,24,sorsco,7,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,25,alninc,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,25,amealn,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,25,corsto,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,25,symalb,0,100,NA,1,10,0,90,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,25,poptre,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,25,shecan,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,25,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,NA,25,symalb,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,26,acegla,1,100,NA,1,25,0,75,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,26,alnvir,1,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,A,26,vibedu,1,100,NA,1,50,0,50,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,26,vibedu,1,100,NA,1,50,0,50,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,2,26,acegla,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,9,26,acegla,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH,11,26,loninv,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,sm,LHH, D,26,poptre,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,mp,LHH,NA,27,alninc,3,100,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
