date,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.l,percent4.l,
11,mp,LLH,NA,18,vacmem,3,15,NA,1,30,0,55,NA,NA,43,NA,NA,NA,
11,mp,LLH,NA,18,vibedu,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,34,amealn,3,100,1,3,40,1,40,0,10,13,NA,NA,NA,
11,mp,LLH,NA,34,loninv,3,100,1,3,40,1,60,NA,NA,7,NA,NA,NA,
11,mp,LLH,NA,34,poptre,0,100,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,34,spipyr,1,100,4,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,sm,LLH,NA,4,acegla,1,100,1,1,50,0,50,NA,NA,NA,NA,NA,NA,
11,sm,LLH,NA,4,corsto,7,100,1,7,10,3,90,NA,NA,NA,NA,NA,NA,
11,sm,LLH,B2,4,spipyr,3,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,sm,LLH,B1,4,spipyr,3,100,1,7,10,3,90,NA,NA,NA,NA,NA,NA,
11,sm,LLH,A,11,acegla,1,100,2,1,50,0,50,NA,NA,NA,NA,NA,NA,
11,sm,LLH,NA,11,betpap,1,100,1,1,30,3,50,0,20,10,NA,NA,NA,
11,sm,LLH,NA,11,symalb,1,90,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,
11,sm,LLH,NA,11,sorsco,3,100,1,7,25,1,25,0,50,NA,NA,NA,NA,
11,sm,LLH,NA,11,acegla,1,100,1,1,50,0,50,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,26,corsto,9,100,1,10,30,7,30,3,40,NA,NA,NA,NA,
11,mp,LLH,NA,26,samrac,0,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,26,spibet,3,100,1,3,50,1,50,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,26,vibedu,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,sm,LLH,NA,13,alnvir,1,100,1,1,25,0,75,NA,NA,12,NA,NA,NA,
11,sm,LLH,straight,13,poptre,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,sm,LLH,A,13,spibet,3,100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,sm,LLH,B,13,spibet,3,100,5,7,20,3,70,1,10,26,NA,NA,NA,
11,mp,LLH,NA,21,acegla,3,100,3,3,30,1,70,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,21,menfer,1,100,11,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,21,rhoalb,1,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,21,spipyr,1,100,1,3,50,1,50,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,2,loninv,3,100,1,3,40,1,60,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,2,menfer,1,70,13,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,2,poptre,0,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,mp,LLH,NA,2,spibet,1,100,1,3,45,1,45,0,10,9,NA,NA,NA,
11,sm,LLL,NA,16,amealn,3,100,1,3,20,1,50,0,30,10,NA,NA,NA,
11,sm,LLL,NA,16,acegla,3,100,2,3,75,1,25,NA,NA,23,NA,NA,NA,
11,sm,LLL,NA,16,betpap,0,100,2,0,100,NA,NA,NA,NA,4,NA,NA,NA,
11,sm,LLL,NA,16,vibedu,7,100,1,7,75,3,25,NA,NA,NA,NA,NA,NA,
11,sm,LLL,NA,1,alninc,1,100,1,1,15,0,85,NA,NA,6,NA,NA,NA,
11,sm,LLL,NA,1,poptre,0,100,1,0,100,NA,NA,NA,NA,10,NA,NA,NA,
11,sm,LLL,NA,1,vibedu,3,100,3,9,10,7,40,3,40,17,NA,NA,NA,
11,sm,LLL,NA,1,vacmem,3,80,NA,1,20,0,80,NA,NA,NA,NA,1,20,
11,sm,LLL,NA,38,riblac,0,100,1,0,100,NA,NA,NA,NA,20,NA,NA,NA,
11,sm,LLL,NA,38,spibet,1,100,1,1,15,0,85,NA,NA,6,NA,NA,NA,
11,sm,LLL,NA,38,vibedu,3,100,2,7,15,3,85,NA,NA,22,NA,NA,NA,
11,sm,LLL,NA,38,shecan,1,80,5,3,10,1,70,0,20,40,NA,NA,NA,
11,sm,LLL,NA,27,corsto,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,sm,LLL,NA,27,spipyr,1,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,sm,LLL,NA,27,vibedu,3,100,1,7,50,3,50,NA,NA,8,NA,NA,NA,
11,sm,LHL,NA,12,amealn,32,100,2,3,30,1,30,0,40,7,NA,NA,NA,
11,sm,LHL,NA,12,alninc,1,100,1,1,20,0,80,NA,NA,10,NA,NA,NA,
11,sm,LHL,NA,12,sorsco,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,sm,LHL,NA,12,vibedu,3,100,2,7,15,3,85,NA,NA,14,NA,NA,NA,
11,sm,LHL,NA,17,amealn,1,100,1,1,50,0,50,NA,NA,10,NA,NA,NA,
11,sm,LHL,NA,17,loninv,3,100,2,3,40,1,40,0,20,24,NA,NA,NA,
11,sm,LHL,NA,17,riblac,1,100,1,3,50,1,40,0,10,18,NA,NA,NA,
11,sm,LHL,NA,17,vibedu,7,100,1,7,90,3,10,NA,NA,11,NA,NA,NA,
11,sm,LHL,NA,17,shecan,1,100,1,3,1,20,0,80,NA,NA,NA,NA,NA,
11,sm,LHL,NA,39,corsto,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,sm,LHL,NA,39,symalb,NA,NA,NA,1,40,0,60,NA,NA,NA,NA,NA,NA,
11,sm,LHL,NA,39,spipyr,1,100,1,1,90,0,10,NA,NA,NA,NA,NA,NA,
11,sm,LHL,NA,39,vibedu,3,100,1,7,55,3,45,NA,NA,26,NA,NA,NA,
11,sm,LHL,NA,32,loninv,3,100,1,1,100,NA,NA,NA,NA,10,NA,NA,NA,
11,sm,LHL,NA,32,poptre,0,100,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
11,sm,LHL,NA,32,vibedu,7,100,1,9,20,7,20,3,60,14,NA,NA,NA,
12,sm,LHH,NA,9,poptre,1,100,1,1,40,0,60,NA,NA,8,NA,NA,NA,
12,sm,LHH,NA,9,rubpar,0,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHH,A,9,vacmem,3,100,NA,1,20,0,80,NA,NA,NA,NA,NA,NA,
12,sm,LHH,B,9,vacmem,3,80,NA,3,20,1,20,0,60,NA,NA,NA,NA,
12,mp,LHH,NA,31,corsto,1,100,1,1,100,NA,NA,NA,NA,8,NA,NA,NA,
12,mp,LHH,NA,31,riblac,3,100,4,3,85,1,16,NA,NA,36,NA,NA,NA,
12,mp,LHH,A,31,vacmem,3,10,NA,1,40,0,60,NA,NA,NA,NA,NA,NA,
12,mp,LHH,B,31,vacmem,1,80,1,20,0,80,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,22,acegla,3,100,1,3,90,1,10,NA,NA,NA,NA,NA,NA,
12,mp,LHH,9,22,alninc,1,100,1,0,100,NA,NA,NA,NA,10,NA,NA,NA,
12,mp,LHH,10,22,alninc,1,100,1,0,100,NA,NA,NA,NA,7,NA,NA,NA,
12,mp,LHH,10,22,spibet,3,100,1,3,70,1,30,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,28,acegla,1,100,1,1,60,0,40,NA,NA,10,NA,NA,NA,
12,sm,LHH,NA,28,alninc,0,100,1,0,100,NA,NA,NA,NA,5,NA,NA,NA,
12,sm,LHH,19,28,alnvir,3,100,3,3,65,1,35,NA,NA,14,NA,NA,NA,
12,sm,LHH,NA,28,poptre,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,32,alninc,3,100,1,1,10,0,90,NA,NA,10,NA,NA,NA,
12,mp,LHH,NA,32,poptre,0,100,1,NA,NA,0,100,NA,NA,2,NA,NA,NA,
12,mp,LHH,NA,32,sorsco,1,100,1,1,35,0,65,NA,NA,3,NA,NA,NA,
12,mp,LHH,A,32,spibet,1,100,3,1,50,0,50,NA,NA,10,NA,NA,NA,
12,mp,LHH,B,32,spibet,1,100,6,3,30,1,20,0,50,51,NA,NA,NA,
12,mp,LHH,NA,23,alnvir,1,50,2,1,40,0,60,NA,NA,5,NA,NA,NA,
12,mp,LHH,NA,23,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,23,rhoalb,3,100,3,1,20,0,80,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,23,vacmem,1,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,34,amealn,1,65,3,10,1,40,0,50,NA,13,NA,NA,NA,
12,sm,LHH,NA,34,alninc,1,100,1,0,100,NA,NA,NA,NA,8,NA,NA,NA,
12,sm,LHH,NA,34,riblac,1,100,1,3,20,1,45,0,35,16,NA,NA,NA,
12,sm,LHH,NA,34,vibedu,9,50,2,7,5,3,95,NA,NA,17,NA,NA,NA,
12,sm,LHH,NA,34,vibedu,3,50,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,30,popbal,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,30,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,30,spipyr,1,100,1,1,40,0,60,NA,NA,22,NA,NA,NA,
12,sm,LHH,NA,30,vacmem,3,60,NA,1,20,0,80,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,30,vacmem,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,36,alnvir,3,100,2,3,55,1,35,0,10,9,NA,NA,NA,
12,mp,LHH,NA,36,menfer,1,100,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,36,poptre,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,36,rubpar,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,27,alninc,3,100,3,1,25,0,75,NA,NA,13,NA,NA,NA,
12,mp,LHH,NA,27,amealn,1,100,1,3,10,1,30,0,60,27,NA,NA,NA,
12,mp,LHH,NA,27,samrac,1,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,27,spibet,1,100,1,1,70,0,30,NA,NA,12,NA,NA,NA,
12,mp,LHH,NA,35,loninv,3,100,1,1,90,0,10,NA,NA,8,NA,NA,NA,
12,mp,LHH,NA,35,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,35,spibet,1,100,1,3,75,1,25,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,35,vibedu,3,100,1,3,100,NA,NA,NA,NA,12,NA,NA,NA,
12,sm,LHH,A,38,symalb,NA,NA,NA,3,50,1,50,NA,NA,NA,NA,NA,NA,
12,sm,LHH,B,38,symalb,NA,NA,NA,3,70,1,30,NA,NA,NA,NA,NA,NA,
12,sm,LHH,A,38,spibet,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,38,vacmem,3,100,100,3,20,1,40,0,40,NA,NA,NA,NA,
12,sm,LHH,unknown,38,spibet,0,100,1,0,100,NA,NA,NA,NA,6,NA,NA,NA,
12,mp,LHH,NA,33,amealn,3,100,1,1,30,0,70,NA,NA,17,NA,NA,NA,
12,mp,LHH,NA,33,menfer,1,100,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,33,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,33,vacmem,1,90,NA,1,30,0,70,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,35,betpap,0,100,1,0,100,NA,NA,NA,NA,4,NA,NA,NA,
12,sm,LHH,2,35,menfer,1,50,9,1,10,0,90,NA,NA,NA,NA,NA,NA,
12,sm,LHH,11,35,menfer,1,80,11,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,35,symalb,NA,NA,NA,1,100,NA,NA,NA,NA,20,NA,NA,NA,
12,sm,LHH,NA,1,amealn,3,100,1,0,100,NA,NA,NA,NA,1,NA,NA,NA,
12,sm,LHH,NA,1,loninv,1,100,1,3,50,1,50,NA,NA,12,NA,NA,NA,
12,sm,LHH,NA,1,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,1,shecan,3,50,2,3,40,1,60,NA,NA,25,60,NA,NA,
12,sm,LHH,NA,31,amealn,7,100,1,7,30,1,70,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,31,alninc,3,33,3,1,50,0,50,NA,NA,8,NA,NA,NA,
12,sm,LHH,NA,31,alninc,1,66,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,31,betpap,1,100,1,1,90,0,10,NA,NA,8,NA,NA,NA,
12,sm,LHH,NA,31,loninv,1,100,3,1,60,0,40,NA,NA,14,NA,NA,NA,
12,mp,LHH,missing!!,26,acegla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,26,alnvir,3,100,2,3,60,1,20,0,20,9,2 branches,NA,NA,
12,mp,LHH,A,26,vibedu,3,100,1,3,100,NA,NA,NA,NA,6,NA,NA,NA,
12,mp,LHH,NA,26,vibedu,3,100,1,3,100,NA,NA,NA,NA,4,NA,NA,NA,
12,mp,LHH,NA,37,alnvir,3,50,2,3,10,1,60,0,30,10,NA,NA,NA,
12,mp,LHH,NA,37,loninv,1,100,5,0,100,NA,NA,NA,NA,4,NA,NA,NA,
12,mp,LHH,NA,37,poptre,0,100,2,0,100,NA,NA,NA,NA,14,NA,NA,NA,
12,mp,LHH,NA,37,vibedu,3,100,2,3,70,1,30,NA,NA,14,NA,NA,NA,
12,mp,LHH,6,9,samrac,3,100,3,3,70,1,30,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,9,samrac,NA,NA,2,1,100,NA,NA,NA,NA,NA,DEAD,NA,NA,
12,mp,LHH,NA,9,sorsco,0,100,1,0,100,NA,NA,NA,NA,5,NA,NA,NA,
12,mp,LHH,NA,9,vibedu,3,100,1,3,75,1,25,NA,NA,8,NA,NA,NA,
12,mp,LHH,NA,14,rhoalb,3,100,4,1,50,0,50,NA,NA,6,NA,NA,NA,
12,mp,LHH,NA,14,sorsco,0,100,1,0,100,NA,NA,NA,NA,8,NA,NA,NA,
12,mp,LHH,NA,14,symalb,NA,NA,NA,1,100,NA,NA,NA,NA,17,NA,NA,NA,
12,mp,LHH,NA,14,vibedu,3,100,1,3,100,NA,NA,NA,NA,6,NA,NA,NA,
12,sm,LHH,NA,39,betpap,1,50,2,0,100,NA,NA,NA,NA,5,NA,NA,NA,
12,sm,LHH,NA,39,menfer,1,30,7,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,39,sorsco,0,100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LHH,NA,39,vacmem,3,90,NA,1,40,0,60,NA,NA,NA,NA,1,10,
12,mp,LHH,NA,40,corsto,7,100,4,7,20,3,50,1,30,11,NA,NA,NA,
12,mp,LHH,NA,40,rhoalb,1,100,1,0,100,NA,NA,NA,NA,8,NA,NA,NA,
12,mp,LHH,NA,40,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,40,shecan,3,100,1,3,40,1,40,0,20,24,NA,NA,NA,
12,mp,LHH,NA,25,alninc,1,100,1,0,100,NA,NA,NA,NA,6,NA,NA,NA,
12,mp,LHH,NA,25,amealn,3,50,4,3,5,1,50,0,45,42,NA,NA,NA,
12,mp,LHH,NA,25,corsto,7,100,1,7,25,3,50,0,25,NA,NA,NA,NA,
12,mp,LHH,NA,25,symalb,NA,NA,NA,1,50,0,50,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,28,acegla,3,100,1,3,100,NA,NA,NA,NA,9,NA,NA,NA,
12,mp,LHH,NA,28,corsto,9,100,2,9,20,1,40,0,40,NA,NA,NA,NA,
12,mp,LHH,NA,28,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,28,vacmem,7,30,NA,3,30,1,50,0,10,NA,NA,NA,NA,
12,mp,LHH,NA,39,acegla,1,100,2,1,100,NA,NA,NA,NA,6,NA,NA,NA,
12,mp,LHH,NA,39,corsto,7,100,2,9,10,7,40,3,20,NA,NA,NA,NA,
12,mp,LHH,NA,39,samrac,1,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LHH,NA,39,shecan,3,100,1,3,70,7,5,1,25,24,NA,NA,NA,
12,sm,LLH,NA,31,acegla,3,100,1,3,40,1,40,0,20,NA,NA,NA,NA,
12,sm,LLH,NA,31,spipyr,0,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,
12,sm,LLH,NA,31,sorsco,1,100,2,0,100,NA,NA,NA,NA,4,NA,NA,NA,
12,sm,LLH,NA,31,acegla,3,100,6,3,80,1,20,NA,NA,14,NA,NA,NA,
12,mp,LLH,NA,40,menfer,1,70,13,1,10,0,90,NA,NA,NA,NA,NA,NA,
12,mp,LLH,NA,40,menfer,0,30,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LLH,NA,40,rhoalb,1,100,2,1,20,0,80,NA,NA,29,NA,NA,NA,
12,mp,LLH,NA,40,shecan,1,100,1,1,100,NA,NA,NA,NA,23,NA,NA,NA,
12,mp,LLH,NA,40,symalb,NA,NA,NA,1,70,0,30,NA,NA,NA,NA,NA,NA,
12,sm,LLH,NA,32,alninc,3,50,2,1,20,NA,NA,NA,NA,6,NA,NA,NA,
12,sm,LLH,NA,32,betpap,1,100,2,1,50,0,50,NA,NA,8,NA,NA,NA,
12,sm,LLH,NA,32,menfer,1,75,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LLH,NA,32,menfer,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LLH,missing!!,23,amealn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LLH,NA,23,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LLH,NA,23,symalb,NA,NA,NA,1,80,NA,NA,NA,NA,20,NA,NA,NA,
12,sm,LLH,NA,23,vacmem,3,100,NA,3,20,1,70,0,10,NA,NA,NA,NA,
12,sm,LLH,3,40,alninc,1,100,1,0,100,NA,NA,NA,NA,9,NA,NA,NA,
12,sm,LLH,4,40,alninc,3,100,2,1,60,0,40,NA,NA,9,NA,NA,NA,
12,sm,LLH,12,40,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LLH,NA,40,rubpar,1,100,1,1,75,0,25,NA,NA,NA,NA,NA,NA,
12,mp,LLH,NA,37,acegla,1,100,4,1,60,0,40,NA,NA,25,NA,NA,NA,
12,mp,LLH,NA,37,menfer,1,100,10,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LLH,NA,37,rubpar,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LLH,NA,37,sorsco,0,100,2,0,100,NA,NA,NA,NA,4,NA,NA,NA,
12,mp,LLH,NA,33,poptre,0,100,1,0,100,NA,NA,NA,NA,8,NA,NA,NA,
12,mp,LLH,NA,33,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LLH,NA,33,symalb,NA,NA,NA,1,70,0,30,NA,NA,NA,NA,NA,NA,
12,mp,LLH,NA,33,vacmem,1,100,NA,1,10,0,90,NA,NA,NA,NA,NA,NA,
12,mp,LLH,NA,27,acegla,3,100,1,1,50,0,50,NA,NA,18,NA,NA,NA,
12,mp,LLH,NA,27,amealn,1,100,2,1,50,0,50,NA,NA,13,NA,NA,NA,
12,mp,LLH,NA,27,samrac,0,100,2,1,10,0,90,NA,NA,NA,NA,NA,NA,
12,mp,LLH,NA,27,vibedu,3,100,1,3,60,1,20,0,20,6,NA,NA,NA,
12,sm,LLH,NA,26,acegla,1,100,3,1,80,0,20,NA,NA,NA,NA,NA,NA,
12,sm,LLH,9,26,corsto,3,100,2,1,35,3,60,0,5,14,NA,NA,NA,
12,sm,LLH,2,26,menfer,1,70,8,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,sm,LLH,9,26,menfer,1,100,10,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
12,mp,LLH,NA,21,acegla,3,100,3,1,35,0,65,NA,NA,NA,NA,NA,NA,
12,mp,LLH,NA,21,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
